Date,SP500,DOW,NASDAQ,RUSSELL2000
2011-01-01,11891.9296875,1286.1199951171875,2700.080078125,781.25
2011-02-01,12226.33984375,1327.219970703125,2782.27001953125,823.4500122070312
2011-03-01,12319.73046875,1325.8299560546875,2781.070068359375,843.5499877929688
2011-04-01,12810.5400390625,1363.6099853515625,2873.5400390625,865.2899780273438
2011-05-01,12569.7900390625,1345.199951171875,2835.300048828125,848.2999877929688
2011-06-01,12414.33984375,1320.6400146484375,2773.52001953125,827.4299926757812
2011-07-01,12143.240234375,1292.280029296875,2756.3798828125,797.030029296875
2011-08-01,11613.5302734375,1218.8900146484375,2579.4599609375,726.8099975585938
2011-09-01,10913.3798828125,1131.4200439453125,2415.39990234375,644.1599731445312
2011-10-01,11955.009765625,1253.300048828125,2684.409912109375,741.0599975585938
2011-11-01,12045.6796875,1246.9599609375,2620.340087890625,737.4199829101562
2011-12-01,12217.5595703125,1257.5999755859375,2605.14990234375,740.9199829101562
2012-01-01,12632.91015625,1312.4100341796875,2813.840087890625,792.8200073242188
2012-02-01,12952.0703125,1365.6800537109375,2966.889892578125,810.9400024414062
2012-03-01,13212.0400390625,1408.469970703125,3091.570068359375,830.2999877929688
2012-04-01,13213.6298828125,1397.9100341796875,3046.360107421875,816.8800048828125
2012-05-01,12393.4501953125,1310.3299560546875,2827.340087890625,761.8200073242188
2012-06-01,12880.08984375,1362.1600341796875,2935.050048828125,798.489990234375
2012-07-01,13008.6796875,1379.3199462890625,2939.52001953125,786.9400024414062
2012-08-01,13090.83984375,1406.5799560546875,3066.9599609375,812.0900268554688
2012-09-01,13437.1298828125,1440.6700439453125,3116.22998046875,837.4500122070312
2012-10-01,13096.4599609375,1412.1600341796875,2977.22998046875,818.72998046875
2012-11-01,13025.580078125,1416.1800537109375,3010.239990234375,821.9199829101562
2012-12-01,13104.1396484375,1426.18994140625,3019.510009765625,849.3499755859375
2013-01-01,13860.580078125,1498.1099853515625,3142.1298828125,902.0900268554688
2013-02-01,14054.490234375,1514.6800537109375,3160.18994140625,911.1099853515625
2013-03-01,14578.5400390625,1569.18994140625,3267.52001953125,951.5399780273438
2013-04-01,14839.7998046875,1597.5699462890625,3328.7900390625,947.4600219726562
2013-05-01,15115.5703125,1630.739990234375,3455.909912109375,984.1500244140625
2013-06-01,14909.599609375,1606.280029296875,3403.25,977.47998046875
2013-07-01,15499.5400390625,1685.72998046875,3626.3701171875,1045.260009765625
2013-08-01,14810.3095703125,1632.969970703125,3589.8701171875,1010.9000244140625
2013-09-01,15129.669921875,1681.550048828125,3771.47998046875,1073.7900390625
2013-10-01,15545.75,1756.5400390625,3919.7099609375,1100.1500244140625
2013-11-01,16086.41015625,1805.81005859375,4059.889892578125,1142.8900146484375
2013-12-01,16576.66015625,1848.3599853515625,4176.58984375,1163.6400146484375
2014-01-01,15698.849609375,1782.5899658203125,4103.8798828125,1130.8800048828125
2014-02-01,16321.7099609375,1859.449951171875,4308.1201171875,1183.030029296875
2014-03-01,16457.66015625,1872.3399658203125,4198.990234375,1173.0400390625
2014-04-01,16580.83984375,1883.949951171875,4114.56005859375,1126.8599853515625
2014-05-01,16717.169921875,1923.5699462890625,4242.6201171875,1134.5
2014-06-01,16826.599609375,1960.22998046875,4408.18017578125,1192.9599609375
2014-07-01,16563.30078125,1930.6700439453125,4369.77001953125,1120.0699462890625
2014-08-01,17098.44921875,2003.3699951171875,4580.27001953125,1174.3499755859375
2014-09-01,17042.900390625,1972.2900390625,4493.39013671875,1101.6800537109375
2014-10-01,17390.51953125,2018.050048828125,4630.740234375,1173.510009765625
2014-11-01,17828.240234375,2067.56005859375,4791.6298828125,1173.22998046875
2014-12-01,17823.0703125,2058.89990234375,4736.0498046875,1204.699951171875
2015-01-01,17164.94921875,1994.989990234375,4635.240234375,1165.3900146484375
2015-02-01,18132.69921875,2104.5,4963.52978515625,1233.3699951171875
2015-03-01,17776.119140625,2067.889892578125,4900.8798828125,1252.77001953125
2015-04-01,17840.51953125,2085.510009765625,4941.419921875,1220.1300048828125
2015-05-01,18010.6796875,2107.389892578125,5070.02978515625,1246.530029296875
2015-06-01,17619.509765625,2063.110107421875,4986.8701171875,1253.949951171875
2015-07-01,17689.859375,2103.840087890625,5128.27978515625,1238.6800537109375
2015-08-01,16528.029296875,1972.1800537109375,4812.7099609375,1159.449951171875
2015-09-01,16284.7001953125,1920.030029296875,4620.16015625,1100.68994140625
2015-10-01,17663.5390625,2079.360107421875,5053.75,1161.8599853515625
2015-11-01,17719.919921875,2080.409912109375,5108.669921875,1198.1099853515625
2015-12-01,17425.029296875,2043.93994140625,5007.41015625,1135.8900146484375
2016-01-01,16466.30078125,1940.239990234375,4613.9501953125,1035.3800048828125
2016-02-01,16516.5,1932.22998046875,4557.9501953125,1033.9000244140625
2016-03-01,17685.08984375,2059.739990234375,4869.85009765625,1114.030029296875
2016-04-01,17773.640625,2065.300048828125,4775.35986328125,1130.8499755859375
2016-05-01,17787.19921875,2096.949951171875,4948.0498046875,1154.7900390625
2016-06-01,17929.990234375,2098.860107421875,4842.669921875,1151.9200439453125
2016-07-01,18432.240234375,2173.60009765625,5162.1298828125,1219.93994140625
2016-08-01,18400.880859375,2170.949951171875,5213.22021484375,1239.9100341796875
2016-09-01,18308.150390625,2168.27001953125,5312.0,1251.6500244140625
2016-10-01,18142.419921875,2126.14990234375,5189.14013671875,1191.3900146484375
2016-11-01,19123.580078125,2198.81005859375,5323.68017578125,1322.3399658203125
2016-12-01,19762.599609375,2238.830078125,5444.5,1357.1300048828125
2017-01-01,19864.08984375,2278.8701171875,5614.7900390625,1361.8199462890625
2017-02-01,20812.240234375,2363.639892578125,5825.43994140625,1386.6800537109375
2017-03-01,20663.220703125,2362.719970703125,5911.740234375,1385.9200439453125
2017-04-01,20940.509765625,2384.199951171875,6047.60986328125,1400.4300537109375
2017-05-01,21008.650390625,2411.800048828125,6198.52001953125,1370.2099609375
2017-06-01,21349.630859375,2423.409912109375,6140.419921875,1415.3599853515625
2017-07-01,21891.119140625,2470.300048828125,6348.1201171875,1425.1400146484375
2017-08-01,21948.099609375,2471.64990234375,6428.66015625,1405.280029296875
2017-09-01,22405.08984375,2519.360107421875,6495.9599609375,1490.8599853515625
2017-10-01,23377.240234375,2575.260009765625,6727.669921875,1502.530029296875
2017-11-01,24272.349609375,2584.840087890625,6873.97021484375,1486.8800048828125
2017-12-01,24719.220703125,2673.610107421875,6903.39013671875,1535.510009765625
2018-01-01,26149.390625,2823.81005859375,7411.47998046875,1574.97998046875
2018-02-01,25029.19921875,2713.830078125,7273.009765625,1512.449951171875
2018-03-01,24103.109375,2640.8701171875,7063.4501953125,1529.4300537109375
2018-04-01,24163.150390625,2648.050048828125,7066.27001953125,1541.8800048828125
2018-05-01,24415.83984375,2705.27001953125,7442.1201171875,1633.6099853515625
2018-06-01,24271.41015625,2718.3701171875,7510.2998046875,1643.0699462890625
2018-07-01,25415.189453125,2816.2900390625,7671.7900390625,1670.800048828125
2018-08-01,25964.8203125,2901.52001953125,8109.5400390625,1740.75
2018-09-01,26458.310546875,2913.97998046875,8046.35009765625,1696.5699462890625
2018-10-01,25115.759765625,2711.739990234375,7305.89990234375,1511.4100341796875
2018-11-01,25538.4609375,2760.169921875,7330.5400390625,1533.27001953125
2018-12-01,23327.4609375,2506.85009765625,6635.27978515625,1477.4100341796875
2019-01-01,24999.669921875,2704.10009765625,7281.740234375,1499.4200439453125
2019-02-01,25916.0,2784.489990234375,7532.52978515625,1575.550048828125
2019-03-01,25928.6796875,2834.39990234375,7729.31982421875,1539.739990234375
2019-04-01,26592.91015625,2945.830078125,8095.39013671875,1591.2099609375
2019-05-01,24815.0390625,2752.06005859375,7453.14990234375,1465.489990234375
2019-06-01,26599.9609375,2941.760009765625,8006.240234375,1566.5699462890625
2019-07-01,26864.26953125,2980.3798828125,8175.419921875,1574.6099853515625
2019-08-01,26403.279296875,2926.4599609375,7962.8798828125,1494.8399658203125
2019-09-01,26916.830078125,2976.739990234375,7999.33984375,1523.3699951171875
2019-10-01,27046.23046875,3037.56005859375,8292.3603515625,1562.449951171875
2019-11-01,28051.41015625,3140.97998046875,8665.4697265625,1624.5
2019-12-01,28538.439453125,3230.780029296875,8972.599609375,1668.469970703125
2020-01-01,28256.029296875,3225.52001953125,9150.9404296875,1614.06005859375
2020-02-01,25409.359375,2954.219970703125,8567.3701171875,1476.4300537109375
2020-03-01,21917.16015625,2584.590087890625,7700.10009765625,1153.0999755859375
2020-04-01,24345.720703125,2912.429931640625,8889.5498046875,1310.6600341796875
2020-05-01,25383.109375,3044.31005859375,9489.8701171875,1394.0400390625
2020-06-01,25812.880859375,3100.2900390625,10058.76953125,1441.3699951171875
2020-07-01,26428.3203125,3271.1201171875,10745.26953125,1480.4300537109375
2020-08-01,28430.05078125,3500.31005859375,11775.4599609375,1561.8800048828125
2020-09-01,27781.69921875,3363.0,11167.509765625,1507.68994140625
2020-10-01,26501.599609375,3269.9599609375,10911.58984375,1538.47998046875
2020-11-01,29638.640625,3621.6298828125,12198.740234375,1819.8199462890625
2020-12-01,29969.51953125,3666.719970703125,12377.1796875,1848.699951171875
