Date,SP500,DOW,NASDAQ,RUSSELL2000
2010-11-29,11382.08984375,1224.7099609375,2591.4599609375,756.4199829101562
2010-12-06,11410.3203125,1240.4000244140625,2637.5400390625,776.8300170898438
2010-12-13,11491.91015625,1243.9100341796875,2642.969970703125,779.510009765625
2010-12-20,11573.490234375,1256.77001953125,2665.60009765625,788.9600219726562
2010-12-27,11577.509765625,1257.6400146484375,2652.8701171875,783.6500244140625
2011-01-03,11674.759765625,1271.5,2703.169921875,787.8300170898438
2011-01-10,11787.3798828125,1293.239990234375,2755.300048828125,807.5700073242188
2011-01-17,11871.83984375,1283.3499755859375,2689.5400390625,773.1799926757812
2011-01-24,11823.7001953125,1276.3399658203125,2686.889892578125,775.4000244140625
2011-01-31,12092.150390625,1310.8699951171875,2769.300048828125,800.1099853515625
2011-02-07,12273.259765625,1329.1500244140625,2809.43994140625,822.1099853515625
2011-02-14,12391.25,1343.010009765625,2833.949951171875,834.8200073242188
2011-02-21,12130.4501953125,1319.8800048828125,2781.050048828125,821.9500122070312
2011-02-28,12169.8798828125,1321.1500244140625,2784.669921875,824.989990234375
2011-03-07,12044.400390625,1304.280029296875,2715.610107421875,802.8300170898438
2011-03-14,11858.51953125,1279.2099609375,2643.669921875,794.6599731445312
2011-03-21,12220.58984375,1313.800048828125,2743.06005859375,823.8499755859375
2011-03-28,12376.7197265625,1332.4100341796875,2789.60009765625,846.77001953125
2011-04-04,12380.0498046875,1328.1700439453125,2780.419921875,840.8900146484375
2011-04-11,12341.830078125,1319.6800537109375,2764.64990234375,834.97998046875
2011-04-18,12505.990234375,1337.3800048828125,2820.159912109375,845.6400146484375
2011-04-25,12810.5400390625,1363.6099853515625,2873.5400390625,865.2899780273438
2011-05-02,12638.740234375,1340.199951171875,2827.56005859375,833.3400268554688
2011-05-09,12595.75,1337.77001953125,2828.469970703125,835.6699829101562
2011-05-16,12512.0400390625,1333.27001953125,2803.320068359375,829.0599975585938
2011-05-23,12441.580078125,1331.0999755859375,2796.860107421875,836.260009765625
2011-05-30,12151.259765625,1300.1600341796875,2732.780029296875,808.1300048828125
2011-06-06,11951.91015625,1270.97998046875,2643.72998046875,779.5399780273438
2011-06-13,12004.3603515625,1271.5,2616.47998046875,781.75
2011-06-20,11934.580078125,1268.449951171875,2652.889892578125,797.7899780273438
2011-06-27,12582.76953125,1339.6700439453125,2816.030029296875,840.0399780273438
2011-07-04,12657.2001953125,1343.800048828125,2859.81005859375,852.5700073242188
2011-07-11,12479.73046875,1316.1400146484375,2789.800048828125,828.780029296875
2011-07-18,12681.16015625,1345.02001953125,2858.830078125,841.8200073242188
2011-07-25,12143.240234375,1292.280029296875,2756.3798828125,797.030029296875
2011-08-01,11444.6103515625,1199.3800048828125,2532.409912109375,714.6300048828125
2011-08-08,11269.01953125,1178.81005859375,2507.97998046875,697.5
2011-08-15,10817.650390625,1123.530029296875,2341.840087890625,651.7000122070312
2011-08-22,11284.5400390625,1176.800048828125,2479.85009765625,691.7899780273438
2011-08-29,11240.259765625,1173.969970703125,2480.330078125,683.3599853515625
2011-09-05,10992.1298828125,1154.22998046875,2467.989990234375,673.9600219726562
2011-09-12,11509.08984375,1216.010009765625,2622.31005859375,714.3099975585938
2011-09-19,10771.48046875,1136.4300537109375,2483.22998046875,652.4299926757812
2011-09-26,10913.3798828125,1131.4200439453125,2415.39990234375,644.1599731445312
2011-10-03,11103.1201171875,1155.4599609375,2479.35009765625,656.2100219726562
2011-10-10,11644.490234375,1224.5799560546875,2667.85009765625,712.4600219726562
