Date,SP500,DOW,NASDAQ,RUSSELL2000
2010-12-06,11362.1904296875,1223.1199951171875,2594.919921875,760.8599853515625
2010-12-07,11359.16015625,1223.75,2598.489990234375,764.4199829101562
2010-12-08,11372.48046875,1228.280029296875,2609.159912109375,764.0399780273438
2010-12-09,11370.0595703125,1233.0,2616.669921875,767.6300048828125
2010-12-10,11410.3203125,1240.4000244140625,2637.5400390625,776.8300170898438
2010-12-13,11428.5595703125,1240.4599609375,2624.909912109375,772.0999755859375
2010-12-14,11476.5400390625,1241.5899658203125,2627.719970703125,771.6599731445312
2010-12-15,11457.4697265625,1235.22998046875,2617.219970703125,768.3599853515625
2010-12-16,11499.25,1242.8699951171875,2637.31005859375,776.5599975585938
2010-12-17,11491.91015625,1243.9100341796875,2642.969970703125,779.510009765625
2010-12-20,11478.1298828125,1247.0799560546875,2649.56005859375,782.2999877929688
2010-12-21,11533.16015625,1254.5999755859375,2667.610107421875,790.52001953125
2010-12-22,11559.490234375,1258.8399658203125,2671.47998046875,790.5900268554688
2010-12-23,11573.490234375,1256.77001953125,2665.60009765625,788.9600219726562
2010-12-27,11555.0302734375,1257.5400390625,2667.27001953125,792.3499755859375
2010-12-28,11575.5400390625,1258.510009765625,2662.8798828125,789.4600219726562
2010-12-29,11585.3798828125,1259.780029296875,2666.929931640625,790.260009765625
2010-12-30,11569.7099609375,1257.8800048828125,2662.97998046875,789.739990234375
2010-12-31,11577.509765625,1257.6400146484375,2652.8701171875,783.6500244140625
2011-01-03,11670.75,1271.8699951171875,2691.52001953125,798.5599975585938
2011-01-04,11691.1796875,1270.199951171875,2681.25,785.8300170898438
2011-01-05,11722.8896484375,1276.56005859375,2702.199951171875,795.0900268554688
2011-01-06,11697.3095703125,1273.8499755859375,2709.889892578125,791.4199829101562
2011-01-07,11674.759765625,1271.5,2703.169921875,787.8300170898438
2011-01-10,11637.4501953125,1269.75,2707.800048828125,791.5800170898438
2011-01-11,11671.8798828125,1274.47998046875,2716.830078125,794.760009765625
